@relation training

@attribute feat_1 numeric
@attribute feat_2 numeric
@attribute class {class_1,class_2,class_3}

@data
-1.203327,0.198952,class_1
-1.237115,0.161726,class_1
-1.718951,0.16934,class_1
-2.927934,0.084298,class_1
-3.220292,0.083154,class_1
-0.140739,0.850307,class_1
-0.698536,0.807439,class_1
-0.271144,1.007552,class_1
-1.020454,1.144991,class_1
-0.254569,1.232792,class_1
-0.982459,1.182601,class_1
6.089134,0.671372,class_3
7.587327,1.725227,class_3
7.668674,1.83736,class_3
7.642943,1.835629,class_3
7.571174,1.839162,class_3
7.674712,1.832785,class_3
8.004806,1.417138,class_3
8.114339,1.245001,class_3
8.054029,1.083575,class_3
8.00407,1.062588,class_3
8.102592,1.047336,class_3
8.134707,1.317179,class_3
7.651281,1.435415,class_3
7.734948,1.327873,class_3
7.795051,1.349517,class_3
7.747106,1.340924,class_3
7.849825,1.272972,class_3
7.88877,1.407246,class_3
2.310744,0.119595,class_3
3.180323,0.180425,class_3
3.346339,0.200765,class_3
3.296475,0.175926,class_3
2.018341,0.194427,class_3
0.517028,0.195082,class_3
-0.173919,0.170735,class_1
-2.66582,0.190109,class_1
-2.908926,0.206337,class_1
-2.791934,0.188986,class_1
-3.161302,0.188394,class_1
-2.71636,0.185841,class_1
0.752348,0.101717,class_1
1.822808,0.090398,class_1
0.944352,0.093029,class_1
0.113326,0.101128,class_1
0.831416,0.113016,class_1
0.559141,0.107203,class_1
-0.13102,0.230561,class_1
1.008587,0.294047,class_1
-2.927215,2.371254,class_1
-2.886742,2.538017,class_1
-3.083862,2.348013,class_1
-2.975486,2.584716,class_1
-2.913481,2.505382,class_1
-0.36441,0.202193,class_1
-3.548822,1.214388,class_1
-3.745951,1.279634,class_1
-3.771875,1.137924,class_1
-3.605524,1.206052,class_1
-3.694082,1.33035,class_1
0.963034,0.138743,class_1
-0.35809,0.107157,class_1
0.761331,0.080172,class_1
-0.355262,0.095027,class_1
-0.400372,0.080953,class_1
0.168766,0.083914,class_1
1.433143,0.183189,class_1
-0.687918,0.965082,class_1
-0.380087,0.743858,class_1
-2.994241,0.951414,class_1
-0.007177,0.967495,class_1
0.085477,0.875615,class_1
3.280941,0.378231,class_3
8.542731,1.186683,class_3
8.575522,1.281269,class_3
8.537624,1.341359,class_3
8.178664,1.210176,class_3
8.179061,1.392875,class_3
6.055652,0.281542,class_3
9.086316,0.958793,class_3
8.612181,1.030011,class_3
8.82714,0.963162,class_3
8.381239,0.992783,class_3
7.69285,0.871246,class_3
1.629469,0.199195,class_3
2.064677,0.140606,class_3
1.212718,0.14023,class_3
0.69485,0.145058,class_3
0.614547,0.141691,class_3
-2.196226,0.151756,class_1
-2.167378,0.200455,class_1
-2.453388,0.324771,class_1
-3.481856,0.409345,class_1
-1.126475,0.159591,class_1
-3.899165,0.550126,class_1
-0.276961,0.599556,class_3
1.577413,1.614375,class_3
2.425082,1.359544,class_3
2.4206,1.229874,class_3
1.941682,1.561736,class_3
2.293258,2.036301,class_3
3.049096,0.15394,class_3
8.079058,1.011406,class_3
7.715117,0.630113,class_3
7.658236,0.456119,class_3
7.923048,0.897042,class_3
7.813267,0.907701,class_3
2.095055,0.083844,class_1
3.010801,0.078432,class_1
3.269048,0.088579,class_1
3.015741,0.098538,class_1
3.553113,0.09682,class_1
3.92842,0.12274,class_1
-2.901071,3.141416,class_1
-3.023647,3.359895,class_1
-2.90899,3.234408,class_1
-3.054912,3.375138,class_1
-2.951715,3.236242,class_1
-3.356744,3.332615,class_1
-0.294967,0.186035,class_1
-0.265989,0.158462,class_1
-0.212557,0.176434,class_1
-1.882152,0.112605,class_1
-2.724196,0.089786,class_1
-2.797614,0.085053,class_1
-0.871313,0.852865,class_1
-2.653234,0.757867,class_1
-2.443961,1.007787,class_1
-3.077141,0.987071,class_1
-2.447899,1.108286,class_1
8.136688,2.817835,class_3
8.207741,3.122222,class_3
7.736435,2.3912,class_3
7.518303,1.814777,class_3
7.538865,1.937826,class_3
7.76136,2.039903,class_3
8.372809,2.615046,class_3
8.350524,2.200043,class_3
8.328515,2.416696,class_3
8.027102,2.180379,class_3
8.086659,1.845146,class_3
8.152174,2.16348,class_3
-0.269214,0.334818,class_1
-1.125125,0.27711,class_1
-0.876197,0.305609,class_1
-0.379487,0.252568,class_1
-0.17878,0.207147,class_1
-0.200226,0.179327,class_1
3.857725,2.641836,class_3
4.257276,2.750394,class_3
4.136028,2.790149,class_3
3.48771,2.965256,class_3
3.349121,3.03925,class_3
3.884341,3.336452,class_3
6.959505,1.139293,class_3
7.111116,1.364481,class_3
7.119374,1.426152,class_3
7.167354,1.62931,class_3
7.212418,1.582504,class_3
7.235578,1.70995,class_3
-1.519796,5.247345,class_1
-1.849575,5.179592,class_1
-2.036581,5.257741,class_1
-1.936809,4.995415,class_1
-1.995965,5.237033,class_1
-1.868952,5.267458,class_1
2.254175,0.322215,class_3
2.272826,0.283769,class_3
2.6895,0.332114,class_3
2.847247,0.36923,class_3
2.89845,0.369031,class_3
2.923323,0.391567,class_3
1.929776,0.088935,class_1
1.898977,0.090565,class_1
1.897371,0.088935,class_1
1.867009,0.090404,class_1
1.532023,0.090533,class_1
-2.164867,0.953433,class_1
-1.573228,1.035898,class_1
-0.603263,1.103044,class_1
-1.425666,1.158048,class_1
-3.282823,1.126977,class_1
-0.994608,1.165523,class_1
-0.440359,0.551505,class_1
0.418293,0.658859,class_1
0.879886,0.629985,class_1
0.463201,0.242862,class_1
-0.075142,0.092905,class_1
-0.090458,0.091874,class_1
0.348243,1.587671,class_1
1.221235,1.727692,class_1
3.282776,1.114088,class_1
1.315408,1.58187,class_1
1.292486,1.282894,class_1
1.24833,1.434561,class_1
5.984034,0.849418,class_3
7.896112,1.640558,class_3
8.239574,1.920578,class_3
8.572549,2.11187,class_3
8.633799,2.246234,class_3
8.672862,2.021412,class_3
7.974133,2.934851,class_3
8.35947,3.568472,class_3
8.291579,3.698839,class_3
8.434389,3.74841,class_3
9.185166,3.434181,class_3
9.218626,3.720919,class_3
8.346681,1.679512,class_3
8.313217,1.803412,class_3
8.330774,1.676964,class_3
8.585627,1.667064,class_3
8.372467,1.631578,class_3
8.445718,1.771314,class_3
-1.526161,0.461591,class_1
-1.037581,0.49815,class_1
1.017467,0.172,class_1
1.423275,0.160404,class_1
1.464028,0.178717,class_1
1.546329,0.170291,class_1
7.050015,0.72996,class_3
7.267073,1.131289,class_3
7.239884,0.973148,class_3
7.376763,0.957251,class_3
7.216872,1.385751,class_3
7.435589,1.665314,class_3
4.87954,0.243436,class_3
4.154849,0.186748,class_3
4.09237,0.191496,class_3
4.363832,0.199039,class_3
4.313566,0.205291,class_3
4.393111,0.198782,class_3
-1.745194,0.946625,class_1
-1.929355,1.171074,class_1
-2.991757,1.057613,class_1
-2.90388,1.029479,class_1
-2.754171,1.06441,class_1
-1.736697,1.249428,class_1
1.334489,0.081693,class_1
1.335004,0.0815,class_1
1.334803,0.083181,class_1
1.331666,0.078,class_1
1.331106,0.084805,class_1
-1.508344,4.551031,class_1
-1.521839,4.648429,class_1
-1.647295,4.679444,class_1
-1.716698,4.373064,class_1
-1.621353,4.385433,class_1
-1.756556,4.356112,class_1
-3.146816,0.094215,class_1
-2.919606,0.081677,class_1
-2.998838,0.08443,class_1
-0.851149,0.188134,class_1
-0.440572,0.249375,class_1
-0.490919,0.181905,class_1
-1.008688,0.704135,class_1
-1.210852,0.880915,class_1
-1.286264,1.022331,class_1
-2.472797,0.854819,class_1
-2.567734,0.985754,class_1
-1.641917,0.975343,class_1
9.244776,2.09875,class_3
9.332333,3.133202,class_3
9.124827,2.704118,class_3
9.737284,3.955801,class_3
9.704651,3.368972,class_3
9.443047,3.268395,class_3
7.916378,1.706324,class_3
9.008769,2.212151,class_3
9.392401,2.120988,class_3
8.9031,1.890588,class_3
9.089684,2.122973,class_3
9.271027,2.123586,class_3
1.02049,0.141818,class_3
0.767473,0.165829,class_3
0.706873,0.170071,class_3
0.607432,0.177666,class_3
0.653287,0.164729,class_3
1.051847,0.433418,class_1
0.992047,0.338212,class_1
1.746982,0.252933,class_1
1.259168,0.261597,class_1
1.453388,0.20184,class_1
1.604061,0.283097,class_1
3.763924,1.998255,class_3
2.847402,3.11948,class_3
4.047265,3.317227,class_3
4.5582,3.269579,class_3
3.553068,3.050046,class_3
4.559482,2.917251,class_3
6.540839,0.493909,class_3
7.768791,0.783935,class_3
8.266652,1.042623,class_3
7.941025,0.915909,class_3
8.096072,1.054349,class_3
8.118243,0.956962,class_3
-2.352344,2.826871,class_1
-2.229696,3.471345,class_1
-2.179344,3.444357,class_1
-2.258304,3.511508,class_1
-2.244217,3.625675,class_1
-2.363138,3.484014,class_1
0.833566,0.072559,class_1
0.722487,0.069848,class_1
0.708415,0.072591,class_1
0.690531,0.070672,class_1
0.755013,0.072112,class_1
0.7279,0.072722,class_1
-0.669445,2.247454,class_1
-0.818816,2.421071,class_1
-0.806343,2.392686,class_1
-0.892618,2.324068,class_1
-0.927236,2.282064,class_1
-0.744661,2.329358,class_1
-1.238132,1.624654,class_1
-1.153532,1.808038,class_1
-1.052038,1.775958,class_1
-1.147387,1.612038,class_1
-0.987888,1.767669,class_1
-0.765892,1.748674,class_1
-1.868665,0.461297,class_1
-2.512809,0.489229,class_1
-2.061881,0.620499,class_1
-0.061392,0.392501,class_1
-0.459353,0.104421,class_1
-1.386383,0.147837,class_1
-0.929233,1.586314,class_1
-0.452943,1.610354,class_1
-0.599874,1.283079,class_1
0.109548,1.278442,class_1
-0.261073,1.276359,class_1
1.037012,1.149903,class_1
8.606575,2.224202,class_3
8.931758,2.887822,class_3
8.791658,2.634624,class_3
8.902839,2.40807,class_3
8.830395,2.37879,class_3
8.783471,2.046971,class_3
9.192844,3.357339,class_3
9.124627,3.959291,class_3
9.251303,3.780138,class_3
9.132793,3.757901,class_3
8.968647,3.641931,class_3
9.158664,3.895149,class_3
8.525398,2.215381,class_3
8.266528,1.822065,class_3
7.490447,2.008913,class_3
7.955789,2.200441,class_3
7.890979,2.130007,class_3
7.233145,1.881104,class_3
0.766844,0.144004,class_1
0.425481,0.14216,class_1
0.469477,0.158728,class_1
0.250018,0.168741,class_1
0.215123,0.134827,class_1
-0.125921,0.155583,class_1
7.936154,1.685871,class_3
7.912878,1.35895,class_3
8.144059,1.677951,class_3
4.654248,0.200043,class_3
4.336923,0.190157,class_3
4.048869,0.182693,class_3
4.098251,0.182993,class_3
3.511962,0.185779,class_3
7.930069,1.594959,class_3
7.890104,1.613815,class_3
7.656816,1.381743,class_3
2.404255,0.072876,class_1
2.334549,0.074601,class_1
2.265391,0.073642,class_1
2.211716,0.077685,class_1
2.204217,0.078893,class_1
2.162383,0.080386,class_1
-1.44576,3.089543,class_1
-1.308228,3.305179,class_1
-1.414531,3.310682,class_1
-1.27204,3.301747,class_1
-1.398288,3.309862,class_1
-1.323698,3.261929,class_1
-2.077086,1.332194,class_1
-1.835347,1.423491,class_1
-1.7456,1.41809,class_1
-1.732552,1.429458,class_1
-1.762741,1.344515,class_1
1.239262,0.094012,class_1
1.191367,0.10023,class_1
0.601539,0.117249,class_1
0.779137,0.217106,class_1
1.130545,0.224668,class_1
1.171695,0.220019,class_1
-2.615165,1.386597,class_1
-2.825288,1.454426,class_1
-3.04368,1.559233,class_1
-2.618462,1.665866,class_1
-3.29433,1.156791,class_1
-2.614252,1.341123,class_1
7.651972,2.074261,class_3
7.944046,1.959863,class_3
8.131487,2.390572,class_3
8.015249,2.209819,class_3
7.975888,2.009031,class_3
8.139113,2.158852,class_3
7.565213,0.715223,class_3
7.784338,0.996945,class_3
7.935691,0.780687,class_3
8.050448,1.068561,class_3
7.910507,0.796095,class_3
8.106983,1.050643,class_3
-0.723421,0.13563,class_1
-0.200737,0.124021,class_1
-0.014842,0.127917,class_1
-0.153329,0.120889,class_1
-0.068301,0.117926,class_1
0.133391,0.12135,class_1
3.673613,2.137375,class_3
4.732552,1.795149,class_3
5.728978,2.407143,class_3
5.869078,2.147523,class_3
3.726138,2.126241,class_3
4.667984,2.111056,class_3
7.386455,1.187464,class_3
8.242094,2.096225,class_3
7.873436,1.435167,class_3
7.727327,1.588451,class_3
8.323225,2.261895,class_3
8.052221,2.14307,class_3
1.781362,0.184916,class_3
1.919983,0.148998,class_3
1.781676,0.171708,class_3
1.646682,0.166991,class_3
1.684009,0.14648,class_3
1.69786,0.146819,class_3
2.995962,0.093155,class_1
2.839423,0.092094,class_1
3.148113,0.085307,class_1
3.194339,0.083773,class_1
3.203502,0.084484,class_1
3.217623,0.096226,class_1
-1.556005,3.261,class_1
-2.009222,3.153289,class_1
-1.822462,3.200101,class_1
-1.702906,3.287407,class_1
-1.69023,3.252612,class_1
-1.843196,3.07844,class_1
-1.955355,1.874938,class_1
-2.220956,1.972077,class_1
-2.155694,1.821902,class_1
-2.140411,1.911063,class_1
-2.027308,1.817672,class_1
-2.054485,0.074257,class_1
-2.045408,0.078206,class_1
-1.990389,0.078594,class_1
0.058225,0.129877,class_1
0.156953,0.122959,class_1
-1.421996,1.13714,class_1
-0.698528,1.416766,class_1
1.415938,0.481907,class_1
-0.902392,1.235817,class_1
-0.600847,1.294433,class_1
-0.365138,1.680015,class_1
8.699501,3.05655,class_3
8.952951,3.801467,class_3
9.170274,4.559148,class_3
8.963314,4.766013,class_3
8.693358,4.033426,class_3
8.729992,4.535408,class_3
8.230425,1.825057,class_3
8.152666,1.776042,class_3
8.161208,1.823024,class_3
8.193477,1.785929,class_3
8.404341,1.726041,class_3
8.300082,1.933559,class_3
-1.19352,0.380366,class_1
-1.22682,0.245172,class_1
-1.193094,0.258668,class_1
-0.472462,0.239976,class_1
-0.978655,0.314661,class_1
4.183765,1.662741,class_3
3.433306,2.301274,class_3
5.158897,2.148472,class_3
4.768116,1.841155,class_3
3.934523,2.57466,class_3
4.057255,2.288111,class_3
8.541464,1.72174,class_3
8.939963,2.736973,class_3
8.54611,1.802561,class_3
8.725628,2.608393,class_3
8.516956,2.104335,class_3
8.542675,2.33484,class_3
2.379518,0.203491,class_3
2.592374,0.194496,class_3
2.730001,0.185187,class_3
2.71393,0.175407,class_3
2.86619,0.205498,class_3
3.190967,0.184431,class_3
5.925981,0.123529,class_1
6.245612,0.080457,class_1
6.134455,0.079682,class_1
5.967892,0.087278,class_1
5.485095,0.08858,class_1
5.264956,0.085541,class_1
2.243884,0.376889,class_1
0.595168,2.573157,class_1
0.767951,2.412508,class_1
0.89739,2.583483,class_1
0.889339,2.413321,class_1
0.990874,2.718644,class_1
1.632202,0.513755,class_1
-0.092416,1.658029,class_1
0.112015,1.706165,class_1
0.165433,1.545713,class_1
0.307894,1.524789,class_1
0.53162,1.670232,class_1
5.1943,0.109156,class_1
5.988397,0.107257,class_1
3.864539,0.126893,class_1
3.684391,0.089119,class_1
3.690727,0.085757,class_1
3.341495,0.106244,class_1
2.170682,0.234232,class_1
-0.002432,1.31085,class_1
-0.949154,1.019362,class_1
0.256195,1.006606,class_1
0.199648,1.177408,class_1
-0.110286,1.088556,class_1
8.603425,1.440028,class_3
9.892487,1.641646,class_3
9.894518,1.538358,class_3
9.848,1.495848,class_3
9.897087,1.612972,class_3
10.038452,1.982043,class_3
9.594348,1.120696,class_3
9.523324,1.066061,class_3
9.419388,0.973249,class_3
9.351779,0.948224,class_3
9.339501,0.847367,class_3
9.24394,0.813738,class_3
5.994163,0.128429,class_3
6.242776,0.131667,class_3
6.495457,0.135528,class_3
6.477039,0.132402,class_3
6.418886,0.142997,class_3
5.36921,0.166028,class_3
2.284082,0.163546,class_1
3.042227,0.159546,class_1
3.475819,0.13306,class_1
2.950618,0.158125,class_1
3.414143,0.135181,class_1
5.939133,0.186688,class_3
8.535845,2.468146,class_3
7.658721,2.248006,class_3
7.544803,1.676806,class_3
8.136466,2.047573,class_3
7.550721,1.88744,class_3
9.561661,0.918346,class_3
9.822069,1.033304,class_3
9.892462,1.17366,class_3
10.005029,1.526568,class_3
9.867342,1.086997,class_3
9.857685,1.131535,class_3
1.574302,0.077311,class_1
1.556827,0.078536,class_1
1.562051,0.076386,class_1
1.541803,0.079705,class_1
1.519915,0.077977,class_1
1.588706,0.074782,class_1
-0.928624,6.159526,class_1
-0.623922,5.467616,class_1
-0.426029,4.946708,class_1
-0.619867,4.515785,class_1
-0.464111,4.837344,class_1
-0.451769,5.072485,class_1
-2.10824,3.644743,class_1
-1.923153,3.615184,class_1
-1.867711,3.712086,class_1
-1.925464,3.878868,class_1
-1.835096,3.932938,class_1
-2.165444,4.107078,class_1
4.005435,0.083549,class_1
4.052377,0.086917,class_1
3.574463,0.103116,class_1
3.575567,0.089175,class_1
3.571983,0.090182,class_1
3.533874,0.106635,class_1
-0.868845,1.138833,class_1
-0.368223,1.215579,class_1
-0.683577,1.226826,class_1
-0.806136,1.613729,class_1
-0.004448,1.417811,class_1
-0.793713,1.356746,class_1
9.297001,6.181004,class_3
9.672196,6.284307,class_3
9.465656,5.729899,class_3
9.249235,5.037497,class_3
9.615067,5.632634,class_3
9.835948,5.638615,class_3
8.579242,2.507148,class_3
9.693704,3.019636,class_3
9.135162,2.778369,class_3
9.217283,2.617402,class_3
9.478615,3.257055,class_3
9.008544,2.9951,class_3
-3.050389,0.243979,class_1
-2.509259,0.157015,class_1
-0.438767,0.12941,class_1
-1.153794,0.333635,class_1
-0.036071,0.148394,class_1
0.260763,0.136392,class_1
4.531549,1.659267,class_3
4.838569,2.507466,class_3
5.320155,2.242321,class_3
5.079935,2.291503,class_3
5.915736,2.172075,class_3
5.226319,2.422798,class_3
8.860876,3.294876,class_3
9.312783,3.755321,class_3
9.107106,3.471818,class_3
9.120261,3.735536,class_3
8.939691,3.193962,class_3
9.014348,2.800936,class_3
3.154785,0.26183,class_3
2.316649,0.329382,class_3
2.623358,0.302575,class_3
2.476204,0.291181,class_3
2.350366,0.312494,class_3
8.377327,0.083543,class_1
5.422026,0.127761,class_1
7.297545,0.118206,class_1
8.330636,0.090465,class_1
7.368012,0.098019,class_1
-1.976075,3.144403,class_1
-1.902807,3.113456,class_1
-1.863216,3.200454,class_1
-1.936794,3.247919,class_1
-1.973301,3.025876,class_1
-2.552288,2.465959,class_1
-2.461171,2.580152,class_1
-2.478962,2.501997,class_1
-2.092895,2.433763,class_1
-2.734998,2.502118,class_1
0.576693,0.277263,class_1
0.213925,0.302507,class_1
0.210536,0.278846,class_1
0.808368,0.138861,class_1
0.761135,0.094829,class_1
1.07405,0.103277,class_1
-1.830624,1.236764,class_1
-2.530353,0.827432,class_1
-1.504905,0.799159,class_1
-2.273935,0.897466,class_1
-0.87356,0.911717,class_1
-2.01983,1.158036,class_1
9.545919,2.210457,class_3
9.221867,2.469738,class_3
9.504556,2.744969,class_3
9.047873,2.378244,class_3
9.288136,2.584113,class_3
9.431394,2.823714,class_3
6.631013,0.719963,class_3
7.94574,1.961197,class_3
2.178242,0.156007,class_3
2.365931,0.203656,class_3
1.452072,0.214199,class_3
1.387805,0.191419,class_3
1.019757,0.219523,class_3
0.729017,0.202023,class_3
-0.564078,0.190835,class_1
-0.305837,0.166284,class_1
-0.317008,0.167768,class_1
0.054668,0.167109,class_1
-0.091951,0.222158,class_1
2.817521,1.327653,class_3
5.106124,1.486091,class_3
4.966067,1.825513,class_3
3.81144,2.03827,class_3
4.286582,1.537497,class_3
2.109323,1.876209,class_3
9.080447,1.186004,class_3
8.983206,1.292262,class_3
8.911843,1.513234,class_3
8.916096,1.260109,class_3
8.84585,1.244065,class_3
8.988322,1.289153,class_3
0.705675,0.086405,class_1
0.671937,0.079098,class_1
0.644115,0.080162,class_1
0.608666,0.071132,class_1
0.588226,0.080467,class_1
0.548717,0.085096,class_1
-2.747244,3.293891,class_1
-2.599506,3.035951,class_1
-2.660267,3.057826,class_1
-2.629172,3.022263,class_1
-2.52462,2.888849,class_1
-2.449686,3.084047,class_1
-2.633056,1.780731,class_1
-2.858278,1.8271,class_1
-3.00609,1.685982,class_1
-2.999609,1.700652,class_1
-3.01218,1.666891,class_1
-3.091245,1.655994,class_1
0.197373,0.339575,class_1
0.152188,0.353208,class_1
0.162816,0.357508,class_1
0.709277,0.185568,class_1
0.995028,0.107789,class_1
1.755106,0.072856,class_1
0.547024,0.876397,class_1
0.446785,0.817878,class_1
1.455349,0.757833,class_1
1.100044,0.643239,class_1
1.144402,0.870432,class_1
1.920527,0.652402,class_1
9.102731,3.911216,class_3
8.450809,3.729096,class_3
8.65215,3.682809,class_3
8.437057,3.464129,class_3
8.043967,3.146508,class_3
8.803268,4.146818,class_3
8.474607,2.901639,class_3
8.025591,3.100891,class_3
6.854177,2.749519,class_3
6.064249,2.186734,class_3
6.933949,2.935074,class_3
6.787551,2.718141,class_3
-0.567679,0.125494,class_1
-0.684463,0.11511,class_1
-0.591864,0.11591,class_1
-0.502777,0.094105,class_1
-0.521087,0.122347,class_1
-0.258174,0.123719,class_1
4.281674,1.799976,class_3
5.139303,1.377425,class_3
2.842495,1.303537,class_3
3.468097,1.074467,class_3
2.264383,1.192703,class_3
4.325861,1.384602,class_3
7.67187,1.956863,class_3
7.084029,2.120657,class_3
7.055819,1.656116,class_3
7.720457,2.034044,class_3
7.57459,1.900734,class_3
6.763317,1.625553,class_3
0.496676,0.174148,class_3
0.866109,0.173975,class_3
0.774448,0.176534,class_3
0.683186,0.153102,class_3
0.451278,0.176162,class_3
0.546,0.160698,class_3
-0.27016,0.074421,class_1
-0.126417,0.08423,class_1
-0.473398,0.08007,class_1
-0.314289,0.077814,class_1
-0.809009,0.087574,class_1
-3.822574,4.425622,class_1
-3.876728,4.602249,class_1
-3.808091,4.297144,class_1
-3.51461,4.521829,class_1
-3.261916,4.921774,class_1
-3.03522,4.921828,class_1
-4.104851,4.004554,class_1
-4.083006,4.031378,class_1
-4.36384,3.857632,class_1
-4.479994,4.025,class_1
-4.227016,3.814615,class_1
-4.286611,4.010871,class_1
-3.420849,0.091286,class_1
-3.196656,0.086662,class_1
-3.419444,0.08058,class_1
-1.408373,0.112583,class_1
-1.131042,0.119078,class_1
-0.975421,1.034985,class_1
-0.837257,0.775527,class_1
-1.174539,0.860376,class_1
-0.956462,0.918952,class_1
-1.561399,0.946284,class_1
7.580205,3.01528,class_3
7.727376,4.309817,class_3
7.454561,3.829614,class_3
7.589091,3.975727,class_3
7.28195,2.878586,class_3
7.480434,3.530256,class_3
6.533377,1.318897,class_3
6.84451,1.753945,class_3
7.193109,1.32594,class_3
6.460525,1.137922,class_3
7.062494,1.730865,class_3
0.460594,0.213064,class_3
0.548823,0.25693,class_3
0.168721,0.268053,class_3
-0.853944,0.3147,class_3
0.670488,0.251726,class_3
0.63828,0.263393,class_3
-3.922622,0.246327,class_1
-3.863947,0.230969,class_1
-4.118838,0.18093,class_1
-3.780784,0.151567,class_1
-4.143928,0.175394,class_1
3.957625,2.841203,class_3
3.36648,2.999803,class_3
3.682534,2.520437,class_3
5.0034,2.418653,class_3
3.472036,2.77806,class_3
6.373931,1.49456,class_3
6.317581,1.922802,class_3
6.691598,2.1917,class_3
6.861427,2.663524,class_3
6.730423,2.357815,class_3
6.470714,1.992204,class_3
4.707689,0.086978,class_1
6.075331,0.082918,class_1
3.787649,0.088403,class_1
2.467804,0.083476,class_1
2.566342,0.086052,class_1
4.351307,0.08565,class_1
0.140313,0.245644,class_1
-0.612255,4.002973,class_1
-0.515555,3.939032,class_1
-0.587439,3.770936,class_1
-0.640183,3.820168,class_1
-0.766142,3.674556,class_1
1.227301,0.199595,class_1
-1.693631,2.144588,class_1
-1.585376,1.99158,class_1
-1.646361,2.022856,class_1
-1.74142,1.863844,class_1
0.342731,0.129229,class_1
0.111656,0.192825,class_1
0.095273,0.152924,class_1
0.005377,0.178548,class_1
-2.564499,0.125746,class_1
-2.863162,0.08088,class_1
3.086622,0.148122,class_1
-0.007683,0.882717,class_1
-0.366594,0.910072,class_1
-0.092218,0.788498,class_1
-0.751415,0.948014,class_1
-0.630602,0.917572,class_1
7.925054,0.187372,class_3
8.680029,1.823299,class_3
8.70183,1.96071,class_3
8.785817,1.550404,class_3
8.81243,1.87908,class_3
8.840944,1.78697,class_3
6.667215,0.202104,class_3
8.553136,1.450717,class_3
8.581982,1.55458,class_3
8.559828,1.694987,class_3
8.621908,1.816218,class_3
8.648534,1.770441,class_3
2.320614,0.113779,class_3
3.185163,0.126554,class_3
3.610285,0.128722,class_3
3.50248,0.131237,class_3
3.622029,0.141542,class_3
3.553941,0.14032,class_3
-0.128329,0.193511,class_1
2.26968,0.126966,class_1
-0.261238,0.489437,class_1
0.784313,0.190387,class_1
1.332117,0.166651,class_1
1.609514,0.156086,class_1
2.648182,0.193707,class_3
6.186667,2.685798,class_3
5.702208,2.976914,class_3
5.588857,2.54789,class_3
6.629478,2.730597,class_3
6.194562,2.204718,class_3
6.913393,0.147457,class_3
9.001839,1.196542,class_3
8.654299,1.316806,class_3
8.244806,1.339829,class_3
8.858737,1.325711,class_3
8.174968,1.580423,class_3
7.130309,0.087551,class_1
7.209005,0.086675,class_1
7.103201,0.092087,class_1
7.265943,0.091103,class_1
7.1991,0.088418,class_1
4.564619,0.112698,class_1
-2.070448,1.593508,class_1
-1.904286,1.508886,class_1
-1.508062,1.428245,class_1
-1.692351,1.322604,class_1
-2.040476,1.416575,class_1
3.130696,0.143547,class_2
4.264281,0.59736,class_2
4.127037,0.6478,class_2
4.467371,0.380867,class_2
3.34478,0.691541,class_2
3.878227,0.605708,class_2
1.579134,0.102472,class_1
0.514623,0.134951,class_1
-4.716691,0.175083,class_1
-2.091098,0.649212,class_1
-2.217738,0.122884,class_1
-1.056037,0.133915,class_1
4.358844,0.114968,class_1
0.563768,0.858894,class_1
0.051504,0.868978,class_1
0.668826,1.178829,class_1
1.682259,0.764131,class_1
0.562931,0.848129,class_1
5.297839,0.172958,class_3
9.059275,2.796722,class_3
8.992738,2.248758,class_3
9.266802,2.715495,class_3
9.013674,2.730194,class_3
8.887351,2.482104,class_3
6.401014,0.190199,class_3
8.855237,1.211066,class_3
8.397375,1.244043,class_3
8.487834,1.632313,class_3
8.432104,1.395781,class_3
0.210992,0.203114,class_1
-0.422749,0.165312,class_1
0.573058,0.171259,class_1
0.772569,0.163221,class_1
0.568357,0.180167,class_1
0.686551,0.176052,class_1
3.703894,0.101509,class_3
7.198571,1.278646,class_3
7.492079,1.254586,class_3
7.639269,1.389654,class_3
6.740814,0.10119,class_3
7.671111,0.134222,class_3
7.591244,0.136646,class_3
7.858983,0.141784,class_3
5.338131,0.184479,class_3
3.916485,0.155931,class_3
2.78347,0.099067,class_1
-1.574736,0.700128,class_1
-2.336396,1.210248,class_1
-2.297377,1.152632,class_1
-2.134171,1.29114,class_1
-1.626404,1.294584,class_1
4.899848,0.098004,class_1
5.198103,0.104806,class_1
5.133968,0.092537,class_1
5.167012,0.091775,class_1
5.180037,0.096007,class_1
-0.991964,2.352505,class_1
-0.79734,2.447882,class_1
-0.596995,2.203302,class_1
-0.833541,2.266354,class_1
-1.116917,2.403089,class_1
-0.843994,2.467251,class_1
-0.005434,0.163517,class_1
-2.931168,0.115357,class_1
-4.355029,0.162356,class_1
-1.958561,0.147945,class_1
-1.579785,0.184272,class_1
-0.884735,0.149512,class_1
-0.161666,1.600826,class_1
0.391229,1.500613,class_1
1.475174,1.905221,class_1
-0.977807,1.529095,class_1
0.011718,2.146374,class_1
-0.36325,1.738776,class_1
8.599959,2.024303,class_3
9.070405,3.394602,class_3
9.073392,2.451868,class_3
9.366335,2.588316,class_3
9.047597,1.970663,class_3
7.222858,1.919873,class_3
8.022975,1.407882,class_3
6.775705,1.442559,class_3
8.278476,1.978127,class_3
8.648719,1.745536,class_3
8.450853,1.526216,class_3
8.593234,1.453186,class_3
5.756064,0.24202,class_3
5.860208,0.250892,class_3
4.989904,0.241694,class_3
