@relation training

@attribute feat_1 numeric
@attribute feat_2 numeric
@attribute class {class_1,class_2,class_3}

@data
4.649016,0.25294,class_3
5.189123,0.251309,class_3
3.652663,0.316194,class_1
5.666344,0.279283,class_1
6.103533,0.149845,class_1
5.684969,0.197803,class_1
5.875948,0.231789,class_1
4.638896,2.300731,class_3
4.287702,3.104325,class_3
6.734849,2.899709,class_3
4.351362,2.324567,class_3
4.774058,1.98939,class_3
8.566681,1.706714,class_3
8.891896,1.536896,class_3
8.464285,1.394496,class_3
7.715365,2.048821,class_3
8.115353,2.122489,class_3
7.24894,2.213359,class_3
-1.349439,2.773771,class_1
-1.464699,2.712464,class_1
-1.281629,2.726061,class_1
-1.207027,2.624583,class_1
-1.524839,2.486108,class_1
-1.635111,2.321588,class_1
1.722567,0.078751,class_1
1.857958,0.078681,class_1
1.840165,0.075193,class_1
1.870211,0.078334,class_1
1.893947,0.078679,class_1
-0.058652,0.551526,class_1
-1.482286,1.080499,class_1
-1.587857,1.068396,class_1
-2.664858,1.147418,class_1
-2.31092,0.950579,class_1
-0.915158,1.216626,class_1
8.872872,1.92175,class_3
9.078885,2.505863,class_3
-2.694129,0.14029,class_1
-2.74064,0.171964,class_1
-2.021106,0.173137,class_1
-2.143552,0.171229,class_1
-1.520037,0.156062,class_1
2.64253,0.177749,class_1
1.521619,0.115194,class_1
-0.62779,0.087091,class_1
-0.741038,0.087223,class_1
-0.72193,0.080603,class_1
-0.809495,0.088258,class_1
-2.059883,3.15122,class_1
-1.941856,3.026326,class_1
-2.194451,2.929637,class_1
-2.256864,3.029976,class_1
-2.004601,3.04103,class_1
-1.952526,3.080114,class_1
-1.691356,3.392711,class_1
-2.046592,3.207875,class_1
-2.290616,2.907127,class_1
-2.285086,2.83943,class_1
-2.396471,2.715209,class_1
-2.575476,2.609157,class_1
-0.555105,0.118474,class_1
-1.09922,0.133546,class_1
-1.257003,0.131694,class_1
-1.306885,0.182066,class_1
-1.417595,0.090557,class_1
-1.113688,0.094311,class_1
0.018449,0.645401,class_1
0.363117,1.13793,class_1
-0.333559,1.301451,class_1
-0.262399,1.096133,class_1
-0.924529,0.959539,class_1
7.494134,1.686634,class_3
9.352038,4.711561,class_3
9.227646,4.123382,class_3
9.269266,4.027112,class_3
9.174966,4.394097,class_3
9.494111,3.214795,class_3
9.621837,3.631395,class_3
9.518449,3.689767,class_3
9.542482,4.18078,class_3
9.462721,3.562242,class_3
9.256304,3.016226,class_3
-1.811984,0.133641,class_1
-1.42555,0.11537,class_1
-1.610847,0.112983,class_1
-1.192979,0.13124,class_1
-1.426658,0.131105,class_1
0.03321,0.131108,class_1
5.968967,0.712234,class_3
4.792233,2.238102,class_3
4.09115,2.826066,class_3
5.012477,2.569728,class_3
2.859405,2.491842,class_3
3.749457,2.297123,class_3
3.453179,0.167368,class_3
8.383634,1.539305,class_3
8.226982,1.252611,class_3
8.428818,1.916011,class_3
8.228369,2.127553,class_3
8.167276,1.217194,class_3
-0.45699,0.123653,class_3
-0.764344,0.180079,class_3
-0.899995,0.214488,class_3
-1.037523,0.184235,class_3
-1.042931,0.211024,class_3
1.387755,0.069166,class_1
1.558692,0.073778,class_1
1.812222,0.082068,class_1
1.941521,0.074037,class_1
2.000072,0.068791,class_1
2.08394,0.075494,class_1
2.160877,0.077089,class_1
1.111759,0.755038,class_2
2.032176,0.777525,class_2
1.719955,0.75591,class_2
2.150751,0.762019,class_2
2.31115,0.820567,class_2
2.409883,0.708311,class_2
-2.472281,0.22359,class_1
-3.05953,0.216397,class_1
-1.007583,0.268391,class_1
-0.603297,0.258072,class_1
-0.717,0.203797,class_1
0.540911,0.465836,class_1
-0.596962,0.808191,class_1
-0.769149,1.061053,class_1
-1.107951,0.93546,class_1
-1.691457,1.003267,class_1
-2.040049,1.214935,class_1
1.07624,0.900077,class_1
4.975822,0.285818,class_3
5.856417,0.122172,class_3
5.75854,0.118678,class_3
5.61954,0.132818,class_3
-0.800717,0.174137,class_3
-0.889654,0.214159,class_3
2.41532,0.421193,class_1
1.19166,0.444358,class_1
1.226675,0.397021,class_1
1.064506,0.40605,class_1
0.682268,0.354379,class_1
7.959938,0.825881,class_3
7.930839,0.780055,class_3
8.0589,0.798425,class_3
7.986656,0.641414,class_3
7.804313,0.656277,class_3
7.62686,0.549095,class_3
2.484719,0.29048,class_1
0.448339,0.119681,class_1
-0.883232,0.132843,class_1
-2.808224,0.079031,class_1
-1.019009,0.088397,class_1
2.292517,0.165278,class_1
2.031063,0.45976,class_2
-1.233981,0.831002,class_2
-2.121627,0.418402,class_2
-1.916393,0.442035,class_2
-1.223667,0.504614,class_2
0.76634,0.629965,class_2
5.369632,0.532677,class_2
2.864563,0.562801,class_2
4.098016,0.762613,class_2
2.70298,0.691219,class_2
1.411828,0.73654,class_2
1.673765,0.500428,class_2
-1.162565,0.308871,class_2
-1.762489,0.187035,class_2
0.194333,0.332944,class_2
-1.384768,0.482035,class_2
0.497366,0.353987,class_2
-0.672137,0.445096,class_2
-0.333727,0.074732,class_1
-0.341146,0.080754,class_1
-0.314961,0.080501,class_1
-0.257526,0.077037,class_1
-0.249367,0.08061,class_1
0.409314,0.793298,class_2
-0.508176,0.735671,class_2
0.280202,0.804436,class_2
-0.037173,0.84793,class_2
0.073764,1.009692,class_2
1.091034,0.991017,class_2
-0.733147,0.186605,class_1
-1.10248,0.089277,class_1
-0.944693,0.091147,class_1
-0.716706,0.089748,class_1
-3.123227,0.122357,class_1
-1.466734,0.964649,class_1
-1.300946,0.918155,class_1
-2.534752,0.824753,class_1
-1.859249,0.982591,class_1
-1.035303,0.994828,class_1
-1.606196,1.023046,class_1
-0.539893,0.947105,class_1
0.723479,0.172345,class_3
0.80339,0.188365,class_3
0.740255,0.165526,class_3
0.931404,0.167748,class_3
0.997383,0.186511,class_3
0.851851,0.201611,class_3
-2.712756,0.251177,class_1
-1.824847,0.184224,class_1
-1.810137,0.328701,class_1
-1.668712,0.192919,class_1
-1.711275,0.185034,class_1
-1.616669,0.246221,class_1
8.495735,1.611332,class_3
8.946309,2.101224,class_3
9.262142,2.265077,class_3
9.015431,2.201407,class_3
9.150415,2.371617,class_3
7.742403,1.096263,class_3
4.145235,0.388587,class_2
-1.530986,0.585663,class_2
0.218495,0.513495,class_2
-1.265172,0.38774,class_2
-2.124321,0.381117,class_2
1.480325,0.507549,class_2
2.928616,0.26207,class_3
0.031816,0.135036,class_3
2.203446,0.258996,class_3
1.906729,0.314698,class_2
2.787366,1.51304,class_2
1.522342,1.531558,class_2
1.235232,2.031242,class_2
-0.745902,1.553307,class_2
-0.134087,2.326336,class_2
-0.520284,0.245167,class_1
-2.395439,0.441608,class_1
-2.180264,0.721915,class_1
-1.469479,0.623606,class_1
-1.022868,0.816192,class_1
-0.694379,0.865363,class_1
-1.433476,0.374129,class_1
7.041022,1.265255,class_3
3.474731,0.572762,class_3
-0.037883,0.098685,class_3
0.413777,0.123301,class_3
1.005225,0.142154,class_3
2.697379,0.095582,class_1
3.072736,0.13219,class_1
3.577082,0.098445,class_1
3.545973,0.089803,class_1
3.4882,0.092351,class_1
3.308047,0.103045,class_1
2.456704,0.369435,class_2
2.205899,0.519361,class_2
2.796921,0.902701,class_2
1.102069,0.960807,class_2
2.024661,0.856247,class_2
2.486341,0.929263,class_2
-4.018374,0.094632,class_1
-5.24842,0.094457,class_1
-2.545763,0.121522,class_1
-2.512263,0.111916,class_1
-3.060987,0.11397,class_1
3.442563,0.190412,class_3
2.28901,0.214492,class_3
2.695288,0.196327,class_3
4.108466,0.170793,class_3
3.635826,0.201315,class_3
3.414403,0.24957,class_3
3.502522,0.259319,class_3
-2.732505,0.314779,class_1
-2.140737,0.299788,class_1
-1.60619,0.230726,class_1
-1.430331,0.242133,class_1
-1.318601,0.209926,class_1
-1.732829,0.238647,class_1
3.143217,0.109155,class_1
2.945182,0.446485,class_1
2.618128,0.134987,class_1
0.452919,0.15026,class_1
0.98382,0.143566,class_1
3.294752,0.09476,class_1
-1.143489,0.533912,class_2
0.563767,0.508134,class_2
-1.463582,0.546695,class_2
-0.690241,0.507664,class_2
2.393413,0.690603,class_2
-1.502707,0.485977,class_2
3.555444,0.901181,class_3
6.016227,0.572046,class_3
7.832142,1.738303,class_3
7.833956,1.353529,class_3
7.775439,1.553931,class_3
5.739125,0.703944,class_3
5.565376,0.587395,class_1
-0.304292,0.806701,class_1
-1.148262,0.841619,class_1
0.466411,0.887852,class_1
0.475974,0.870475,class_1
-2.2892,0.432265,class_1
-0.258445,0.142614,class_1
-2.560941,0.253969,class_1
-2.830313,0.423864,class_1
-2.512212,0.299219,class_1
-1.850277,0.22495,class_1
1.045364,0.585451,class_1
-0.387328,0.726596,class_1
-0.205487,0.394409,class_1
-1.519957,0.693336,class_1
-2.667012,0.674681,class_1
-1.894997,0.573767,class_1
1.856779,0.12987,class_1
0.787593,0.101838,class_1
1.742868,0.118729,class_1
1.789619,0.119463,class_1
1.092824,0.117213,class_1
2.13422,0.251175,class_2
2.536765,0.725513,class_2
1.708788,0.768146,class_2
2.256982,0.822829,class_2
2.454969,0.78619,class_2
1.887389,0.81854,class_2
2.145112,0.155112,class_1
4.280043,0.117098,class_1
3.872786,0.104863,class_1
1.339173,0.085624,class_1
5.693132,0.111914,class_1
3.898508,0.11191,class_1
7.894388,1.373829,class_3
8.050757,1.420401,class_3
7.874583,1.638735,class_3
7.769416,1.595599,class_3
7.828885,1.582909,class_3
7.742321,1.73798,class_3
5.617942,0.285583,class_3
7.399348,1.196784,class_3
7.596541,1.094086,class_3
7.502958,1.011554,class_3
7.573161,1.048675,class_3
7.451264,0.928797,class_3
4.554663,0.150694,class_3
4.886371,0.126905,class_3
4.586787,0.131678,class_3
4.491915,0.131479,class_3
4.451303,0.134964,class_3
4.267796,0.140164,class_3
-0.989282,0.167749,class_1
-1.599034,0.182699,class_1
-2.306047,0.345406,class_1
-2.253328,0.24722,class_1
-2.391743,0.20699,class_1
-1.82147,0.541302,class_1
1.431355,0.184605,class_1
2.434217,0.167368,class_1
1.278714,0.110534,class_1
3.903881,0.290646,class_1
2.707732,0.136844,class_1
2.69685,0.151557,class_1
1.554888,0.522324,class_2
3.804914,0.604136,class_2
4.530283,0.468847,class_2
1.456131,0.427436,class_2
7.066073,0.274352,class_2
4.232584,0.514264,class_2
4.868196,0.669354,class_2
3.242466,0.967517,class_2
1.560951,1.107625,class_2
4.100577,0.722461,class_2
3.770268,0.528781,class_2
3.411402,0.603031,class_2
6.334544,0.286626,class_1
6.2533,0.410256,class_1
6.968178,0.422209,class_1
5.570252,0.426648,class_1
6.288586,0.371694,class_1
6.564594,0.447744,class_1
1.176614,0.08674,class_1
1.148186,0.090478,class_1
1.176257,0.088439,class_1
1.003482,0.091298,class_1
1.063292,0.095082,class_1
1.711882,0.089531,class_1
-5.439587,0.132711,class_1
-5.111843,0.160118,class_1
-5.429525,0.124428,class_1
-5.921649,0.120129,class_1
-5.630258,0.116333,class_1
-5.974827,0.144318,class_1
0.418653,1.143173,class_1
-1.078777,1.1895,class_1
0.840995,0.911741,class_1
0.618316,1.164778,class_1
-0.502747,1.160512,class_1
-0.494108,0.86854,class_1
8.447304,2.928951,class_3
7.968974,2.60554,class_3
8.434918,2.973376,class_3
8.439283,3.255955,class_3
8.2834,3.255165,class_3
8.148462,2.937091,class_3
7.052145,0.786678,class_3
7.351665,0.763399,class_3
7.299054,0.707717,class_3
7.282946,0.759831,class_3
7.339951,0.791341,class_3
5.179553,0.159738,class_3
5.596316,0.149083,class_3
5.608435,0.140898,class_3
5.551766,0.147049,class_3
5.667824,0.138836,class_3
5.634869,0.140536,class_3
-2.091921,0.242364,class_1
-0.965917,0.200297,class_1
-1.543744,0.24359,class_1
-2.124487,0.170182,class_1
-0.711325,0.185805,class_1
-1.011124,1.146476,class_2
-2.262052,1.190039,class_2
-2.813488,1.201051,class_2
-4.151453,1.048393,class_2
-3.692494,1.221825,class_2
-3.255367,1.135985,class_2
7.917819,1.903436,class_3
7.488475,1.634609,class_3
7.563224,1.623085,class_3
8.164641,2.164658,class_3
7.832007,1.8635,class_3
-0.047295,0.312108,class_1
-0.504797,0.862385,class_1
2.729419,0.306026,class_1
-0.621926,0.58784,class_1
-0.920523,0.591153,class_1
3.255361,0.150447,class_1
-1.484164,0.723461,class_2
-3.500922,0.435424,class_2
-4.369857,0.373609,class_2
-2.674443,0.245677,class_2
-3.550251,0.231022,class_2
-2.776576,0.22113,class_2
1.218453,0.076155,class_1
1.217816,0.072056,class_1
1.131725,0.078509,class_1
0.935603,0.095884,class_1
0.60322,0.075375,class_1
0.949388,0.102086,class_1
2.352848,0.478102,class_2
2.896214,0.780267,class_2
2.931228,0.666054,class_2
2.861344,0.733494,class_2
2.511825,0.637256,class_2
1.959911,0.694928,class_2
0.651991,0.138003,class_1
0.23635,0.111843,class_1
0.171697,0.120122,class_1
0.323549,0.128117,class_1
0.161957,0.117926,class_1
0.203573,0.119168,class_1
5.203011,0.267719,class_1
1.599967,0.603092,class_1
0.32823,0.587217,class_1
-0.132629,0.577359,class_1
-0.38879,0.417937,class_1
0.623859,0.614198,class_1
0.937904,0.175316,class_3
1.948544,0.189386,class_3
1.643378,0.222465,class_3
1.721793,0.216053,class_3
1.923756,0.2541,class_3
1.608645,0.245331,class_3
0.816931,0.1798,class_1
0.83796,0.16331,class_1
0.730396,0.168486,class_1
0.979124,0.163586,class_1
0.898091,0.165808,class_1
0.790926,0.17637,class_1
2.237379,0.122732,class_1
1.555132,0.077355,class_1
1.563767,0.071551,class_1
1.556484,0.07979,class_1
1.679347,0.096283,class_1
2.089501,0.074468,class_1
5.258802,0.279648,class_2
-0.412717,0.709276,class_2
-2.128669,0.421233,class_2
-2.459367,0.328158,class_2
-1.90841,0.328376,class_2
-1.163653,0.203534,class_2
-1.3345,0.48532,class_2
2.271868,0.50665,class_2
4.149168,0.386144,class_2
4.637798,0.375185,class_2
0.010547,0.37197,class_2
0.548148,0.220429,class_2
4.968104,0.142919,class_2
-1.33212,0.171734,class_2
-1.13153,0.175125,class_2
4.819183,0.590837,class_2
6.003598,0.182214,class_2
3.077452,0.266575,class_1
3.689856,0.189152,class_1
1.899612,0.083438,class_1
1.901193,0.107005,class_1
0.425477,0.087107,class_1
0.298307,0.088549,class_1
1.947767,0.082239,class_1
2.209923,0.090317,class_1
3.021953,0.085983,class_1
2.738695,0.086049,class_1
2.690599,0.084151,class_1
3.1274,0.43349,class_1
2.884033,0.251552,class_1
2.288022,0.095754,class_1
0.144293,0.093258,class_1
0.994714,0.11948,class_1
6.006173,0.138639,class_1
1.867818,0.148899,class_1
-0.26453,1.243735,class_1
0.828656,1.017887,class_1
0.401834,1.061203,class_1
0.110844,1.355398,class_1
6.645039,0.106861,class_3
5.897024,1.015518,class_3
7.069056,2.017685,class_3
6.453959,1.782513,class_3
6.616346,1.706847,class_3
6.28244,1.351941,class_3
6.47434,1.994657,class_3
3.865416,0.260494,class_3
2.689814,0.419626,class_3
2.883094,0.467261,class_3
3.294514,0.485544,class_3
3.964453,0.61446,class_3
1.297643,0.111587,class_1
0.240646,0.510323,class_1
0.390788,0.16594,class_1
0.256081,0.134847,class_1
0.518682,0.287508,class_1
4.19053,0.618218,class_3
6.099351,1.053228,class_3
7.001706,1.280202,class_3
6.773193,1.339773,class_3
6.139587,1.254936,class_3
6.299656,1.264828,class_3
4.588179,0.322953,class_1
6.251821,0.125815,class_1
1.585537,0.237022,class_1
2.794973,0.085068,class_1
2.65652,0.105976,class_1
6.590247,0.088996,class_1
5.504976,0.228279,class_2
4.740537,0.218082,class_2
5.417493,0.389778,class_2
0.903576,0.810207,class_2
3.891341,0.523639,class_2
2.73738,0.775496,class_2
3.922363,0.254334,class_2
3.44102,0.151768,class_2
-2.975803,1.309994,class_2
1.464111,1.047386,class_2
1.427685,1.06954,class_2
3.611073,0.50653,class_2
6.843719,0.119212,class_3
6.571296,0.574967,class_3
6.678764,1.472795,class_3
6.093883,1.422473,class_3
6.61861,1.431274,class_3
6.702311,1.448452,class_3
0.905,0.089335,class_1
1.277375,0.088015,class_1
0.060505,0.084505,class_1
0.223321,0.100081,class_1
0.335556,0.078917,class_1
0.146841,1.233097,class_2
0.314488,1.152856,class_2
0.030951,1.580243,class_2
1.215408,0.832206,class_2
1.348626,1.480821,class_2
0.217104,0.702372,class_2
0.335826,0.181155,class_1
0.38965,0.086189,class_1
0.198719,0.103269,class_1
0.334279,0.089718,class_1
0.082606,0.096182,class_1
6.319219,0.383134,class_3
6.520286,0.262182,class_3
6.468778,0.249787,class_3
6.349501,0.325032,class_3
6.412597,0.309958,class_3
1.427255,0.478223,class_1
0.758932,0.670581,class_1
1.751527,0.179689,class_1
0.936502,0.459292,class_1
0.159933,0.249362,class_1
8.309662,1.584848,class_3
8.005427,1.364511,class_3
8.16429,1.412939,class_3
7.726816,1.440378,class_3
7.702082,1.401785,class_3
5.739865,0.668345,class_3
-0.566238,0.095023,class_1
-0.7194,0.082778,class_1
-0.742282,0.076079,class_1
-0.105174,0.078949,class_1
1.190403,0.07919,class_1
-0.90588,0.803866,class_1
-0.286816,0.749874,class_1
1.12392,1.009077,class_1
1.106713,0.686484,class_1
0.956894,0.723102,class_1
1.580549,0.614427,class_1
3.249318,0.835704,class_1
0.337393,1.412411,class_1
1.905596,1.131384,class_1
2.3394,1.027777,class_1
1.627389,0.41733,class_1
1.527373,0.84111,class_1
1.205834,1.174851,class_2
-1.063357,1.052053,class_2
-2.513803,0.963564,class_2
1.045001,1.029002,class_2
-3.131441,0.816904,class_2
2.270995,0.908752,class_2
3.97735,0.671012,class_2
1.270974,0.354703,class_2
3.182168,0.696029,class_2
-0.639394,0.280908,class_2
-2.63939,1.53145,class_2
-1.943136,1.280066,class_2
1.251413,0.083764,class_1
3.279248,0.085282,class_1
2.97316,0.08246,class_1
2.272077,0.090488,class_1
2.123203,0.088737,class_1
0.430516,0.165842,class_1
-0.925421,0.094202,class_1
-0.779907,0.098302,class_1
-0.608187,0.091823,class_1
-0.559233,0.099206,class_1
7.955428,0.193754,class_1
3.462577,0.48899,class_1
6.752434,0.398176,class_1
3.085377,0.634665,class_1
6.7505,0.359294,class_1
7.924081,0.352639,class_1
2.934003,0.16077,class_3
0.65807,0.158045,class_3
0.679668,0.144168,class_3
1.034331,0.162456,class_3
3.238993,0.174136,class_3
-0.657445,0.18474,class_1
-1.874799,0.146594,class_1
-1.328738,0.195191,class_1
-0.976721,0.17416,class_1
-1.262038,0.14273,class_1
-1.251073,0.139585,class_1
6.186344,0.963271,class_3
6.736787,1.191365,class_3
6.856989,1.032615,class_3
6.789268,1.123354,class_3
6.847638,1.190296,class_3
3.915202,0.166918,class_1
0.681048,0.170131,class_1
-0.413552,0.129366,class_1
-1.419615,0.071,class_1
-1.644292,0.081418,class_1
-1.860363,0.091462,class_1
2.251047,0.471894,class_2
-0.951027,0.767541,class_2
3.590551,0.619933,class_2
-2.641618,0.682382,class_2
-3.62483,0.568627,class_2
-2.370776,0.59723,class_2
5.393852,0.736521,class_3
5.402917,1.022419,class_3
6.795127,1.872643,class_3
5.700257,1.599444,class_3
4.814637,1.067545,class_3
5.904636,1.54946,class_3
3.552843,0.438038,class_1
-0.241803,0.364406,class_1
-2.478601,0.262347,class_1
-1.421989,0.808144,class_1
-1.75086,0.51743,class_1
1.700745,0.619672,class_1
4.126274,0.229281,class_2
5.881032,0.354949,class_2
7.639693,0.290796,class_2
7.076601,0.354849,class_2
6.228663,0.381283,class_2
8.320096,0.23094,class_2
1.569957,0.076997,class_1
1.381061,0.080612,class_1
1.242131,0.074804,class_1
1.122314,0.077408,class_1
0.918509,0.078846,class_1
0.801322,0.079163,class_1
1.015032,1.46438,class_2
0.977405,0.777786,class_2
1.635206,1.160285,class_2
1.644605,0.992099,class_2
1.772736,1.261546,class_2
2.610934,1.21166,class_2
0.475339,0.126417,class_1
-2.691993,0.100827,class_1
-4.547577,0.110361,class_1
-2.728368,0.139925,class_1
0.210258,0.089007,class_1
0.821303,0.074957,class_1
-1.407617,1.496892,class_1
-1.532768,1.501575,class_1
-2.322193,1.428508,class_1
-1.56905,1.41375,class_1
-0.268862,1.719975,class_1
-2.649811,1.755711,class_1
2.55495,0.339344,class_3
1.688959,0.341516,class_3
1.782893,0.329054,class_3
2.100981,0.331705,class_3
2.135882,0.328032,class_3
2.341346,0.298915,class_3
-0.982587,0.15755,class_1
-0.699102,0.146947,class_1
-0.789368,0.136713,class_1
-0.71538,0.123498,class_1
-0.535325,0.120143,class_1
-0.54586,0.123571,class_1
0.802468,0.141232,class_1
0.387734,0.087179,class_1
0.281232,0.076438,class_1
0.234649,0.07283,class_1
0.307165,0.085192,class_1
0.327677,0.082104,class_1
0.899418,0.755009,class_2
-1.999434,0.712838,class_2
0.753073,0.73099,class_2
0.493704,0.781651,class_2
-0.201868,0.886778,class_2
2.175237,0.656878,class_2
5.973869,0.982063,class_3
7.375905,1.484131,class_3
7.719602,1.614253,class_3
7.469512,1.515027,class_3
7.61902,1.673666,class_3
7.299405,1.246825,class_3
0.834635,0.533987,class_1
0.883416,0.731634,class_1
1.623065,0.849011,class_1
0.758655,1.044655,class_1
0.814589,1.118574,class_1
0.587071,0.915127,class_1
3.82889,0.928079,class_2
4.007717,1.003055,class_2
6.111181,1.227478,class_2
5.841566,1.52828,class_2
5.032577,1.483221,class_2
7.59844,1.820987,class_2
2.522816,0.089395,class_1
3.335658,0.091651,class_1
2.970952,0.087042,class_1
2.328185,0.085562,class_1
2.236652,0.088426,class_1
3.69323,1.296064,class_2
3.125909,1.036626,class_2
3.579911,1.009387,class_2
3.753486,0.982956,class_2
2.677244,1.18545,class_2
3.320125,0.96207,class_2
1.64251,0.11661,class_1
0.665719,0.123908,class_1
0.599435,0.151729,class_1
0.069944,0.093721,class_1
0.23712,0.093849,class_1
0.322429,0.091937,class_1
-0.554447,0.71536,class_1
-1.359942,1.065316,class_1
-3.267422,0.812689,class_1
-1.657385,0.735411,class_1
-1.125329,0.719138,class_1
-1.700134,0.663013,class_1
1.718848,0.200699,class_3
1.17683,0.205874,class_3
1.286342,0.214007,class_3
1.33021,0.214925,class_3
1.013832,0.205355,class_3
-1.126706,0.260198,class_1
-0.798807,0.179301,class_1
-0.840937,0.216185,class_1
-0.646826,0.16478,class_1
-0.718849,0.2033,class_1
7.282684,1.660471,class_3
7.353897,1.392826,class_3
7.77174,1.395666,class_3
8.114991,2.013039,class_3
8.027962,2.023874,class_3
7.902339,1.699827,class_3
4.040933,1.291509,class_2
1.091334,1.699033,class_2
1.866533,1.693222,class_2
1.482168,1.690276,class_2
0.656069,1.617283,class_2
0.968708,1.565527,class_2
3.564738,0.830005,class_1
2.216531,0.497363,class_1
2.878481,0.20989,class_1
4.922431,0.248849,class_1
0.827933,0.813169,class_1
2.012373,0.952444,class_1
-2.384304,0.097409,class_1
-2.55488,0.089541,class_1
-2.672003,0.089944,class_1
-2.56673,0.089195,class_1
-1.25619,0.086567,class_1
-0.847101,0.07951,class_1
7.469885,2.210614,class_3
8.083306,2.806694,class_3
8.203405,2.772119,class_3
7.791086,2.426135,class_3
7.797177,2.587818,class_3
5.04415,0.102565,class_1
5.020388,0.083577,class_1
7.482458,0.086063,class_1
7.218589,0.081527,class_1
7.186689,0.081143,class_1
7.91314,0.080357,class_1
2.914518,0.53864,class_2
5.43187,1.041358,class_2
5.314967,0.950256,class_2
5.951113,1.031806,class_2
5.88438,1.11497,class_2
5.508649,0.827347,class_2
2.939891,0.300187,class_1
5.272988,0.085184,class_1
4.68794,0.103197,class_1
5.011546,0.104471,class_1
4.625018,0.114519,class_1
5.883116,0.089002,class_1
0.707807,1.569133,class_1
-0.03039,1.577125,class_1
-0.297196,1.191507,class_1
0.114636,1.452757,class_1
1.540464,1.234559,class_1
2.055704,1.160756,class_1
4.934886,0.112225,class_3
4.369447,0.113754,class_3
4.008452,0.108398,class_3
4.280492,0.111036,class_3
4.11143,0.110805,class_3
3.967845,0.111291,class_3
1.494415,0.122621,class_1
1.594606,0.210487,class_1
1.334925,0.179207,class_1
1.572339,0.139327,class_1
1.44243,0.130851,class_1
8.483066,0.507676,class_3
8.420887,0.545567,class_3
8.633076,0.574955,class_3
8.759781,0.938903,class_3
8.403589,0.706829,class_3
8.577678,0.849153,class_3
7.442043,0.109455,class_1
8.025789,0.081764,class_1
8.155243,0.089009,class_1
7.148973,0.107233,class_1
6.678428,0.100957,class_1
7.925237,0.078336,class_1
6.062482,0.483469,class_2
1.681639,0.836875,class_2
3.843471,0.667398,class_2
0.319677,0.529964,class_2
2.713895,0.56251,class_2
5.148412,0.183042,class_2
7.433861,0.151528,class_1
5.901872,0.206461,class_1
2.764165,0.271718,class_1
3.039749,0.333969,class_1
-0.303642,0.130492,class_1
2.820201,0.269322,class_1
5.347408,0.856183,class_2
7.597411,1.79521,class_2
6.74504,1.830986,class_2
7.357638,1.655547,class_2
7.543799,1.461852,class_2
6.768354,1.189933,class_2
1.727451,0.076126,class_1
2.718524,0.088904,class_1
3.049663,0.07828,class_1
2.999497,0.080595,class_1
3.067899,0.083018,class_1
1.523517,0.645232,class_2
-0.959914,0.10858,class_2
0.880024,1.043338,class_2
-0.577932,0.777209,class_2
1.373184,0.898559,class_2
1.014944,0.795253,class_2
-2.220652,0.144222,class_1
-2.801038,0.137819,class_1
-2.459563,0.136578,class_1
-1.468005,0.104058,class_1
-1.376987,0.105271,class_1
-1.389542,0.103787,class_1
-0.887872,1.114649,class_1
1.555142,1.154752,class_1
-1.848947,1.048333,class_1
0.329627,0.974691,class_1
-2.862492,1.083716,class_1
-3.106775,1.032834,class_1
1.386061,0.467455,class_3
-1.295327,0.349332,class_3
-1.051987,0.559065,class_3
-1.469032,0.4798,class_3
0.982965,0.325346,class_3
2.591456,0.221672,class_3
-0.776893,0.228707,class_1
-0.033213,0.235081,class_1
2.803671,0.162903,class_1
2.637893,0.291733,class_1
3.06499,0.144196,class_1
7.185744,0.976011,class_3
7.583253,0.757564,class_3
8.00062,0.950204,class_3
8.135397,1.071482,class_3
8.169343,0.925407,class_3
1.932969,0.511301,class_2
-0.278675,0.885633,class_2
1.90432,0.700856,class_2
0.561535,0.350535,class_2
1.215717,0.747115,class_2
-2.02651,0.96994,class_1
-3.671327,0.761991,class_1
-3.063836,0.556983,class_1
-1.323173,0.509103,class_1
-2.361154,0.719852,class_1
-2.304706,0.578138,class_1
-1.573053,0.161712,class_1
-2.146438,0.125701,class_1
-3.418994,0.125029,class_1
-2.958493,0.17339,class_1
-3.515589,0.180493,class_1
-2.153458,0.551049,class_2
3.282725,0.980865,class_2
4.035879,0.755296,class_2
3.755352,0.836751,class_2
1.245294,0.816244,class_2
0.451222,0.067088,class_1
0.418339,0.067088,class_1
0.396451,0.067976,class_1
0.350976,0.067976,class_1
0.238844,0.06703,class_1
0.234483,0.065817,class_1
0.129461,0.089903,class_1
0.116772,0.083256,class_1
0.158452,0.078162,class_1
0.149522,0.079923,class_1
0.125829,0.079611,class_1
0.154343,0.079108,class_1
1.624765,0.797471,class_1
2.261172,0.673026,class_1
0.825166,0.753771,class_1
1.609752,0.831677,class_1
-0.414134,0.986192,class_1
-0.965811,0.827252,class_1
7.546938,1.340585,class_3
7.725217,1.438924,class_3
7.848657,1.125796,class_3
7.92234,1.113811,class_3
7.807056,1.135066,class_3
7.303945,1.016353,class_3
2.531116,0.139151,class_3
1.872074,0.155487,class_3
3.00433,0.141189,class_3
3.096367,0.14304,class_3
3.073011,0.130144,class_3
3.04606,0.141104,class_3
0.542457,0.125883,class_1
0.628378,0.110722,class_1
0.451886,0.102142,class_1
0.623561,0.111201,class_1
0.87685,0.115827,class_1
1.288263,0.119791,class_1
0.629833,0.079311,class_1
1.36877,0.077936,class_1
1.424844,0.077117,class_1
